song,genre
alive breath air hurt float soft tingling You cant catch floating away woke And went next door getting nothing mind went stairs With pain head never got bed Then everything shattered Just point mattered Aha alive breath air hurt fall Right mind Dont put around You cant catch And carried away woke woke every day Theres nothing nothing say Half way stairs feel pain chest never got bed Then everything shattered Just point mattered Aha alive breath air hurt Half way stairs get pain chest never got bed never ever ever never,alternative rock
love aspects another city The representatives alright circulation snake tiger Waking shaving industrial life broadcast Closing another day All cold sore Something nothing love aspects another city Its got number blood type They intentious need focus The apparitions another prodigal night right broadcast Closing another day All high score Something nothing broadcast running running running broadcast Closing another day All cold sore Something nothing broadcast Closing another day All cold sore Something nothing,alternative rock
Feeling daft beyond gone bland Made goal lense President got hair Tomorrow never Made BCP Everybody knows got another sand The guilty cell Tomorrow never Got The Law Feeling Dove beyond conpen Nobody take Feel youre gone Tomorrow never Tomorrow never,alternative rock
What want How want feel feel But nothing stays Just waiting disappear know know know itll come know know like get pretty head Just see see dead And would amuse see How feel crowd What want How want feel feel But nothing stays Just waiting disappear,alternative rock
look Just see anything For look see anything For love love love She dont care live die That love dont talk Dont talk Theres little say Feel way dont talk Dont talk Theres little sey Feel way love love love She dont care live die That love love love She dont care live die That love love love She dont care live die That love love love She dont care live die That love,alternative rock
wish music would play Shredded fingers ideas wish rainy day could last Could world end God send wish could stop wishing But dont want cos still want wish didnt feel flippin mad Dont wanna scare wanna love wish life could last thousand years Then clever build heaven wish could bring nick drake back life Hed understand hold hat band wish constant stream happy shit Live forever world leather wish rain would leave alone cant wear stupid rain hat wish california Perno perfurme danube wish thing love meant one thing Cinderella salmonella,alternative rock
Wake Maggie think got something say Its late September really back school know keep amused But feel used Maggie couldnt tried You led away home Just save alone You stole heart thats really hurts The morning sun face Really shows age But dont worry none eyes youre everything laughed jokes love didnt need coax Maggie couldnt tried You led away home Just save alone You stole soul thats pain without All needed friend lend guiding hand But turned lover mother lover You wore All wreck bed And morning kick head Maggie couldnt tried You led away home Cause didnt want alone You stole heart couldnt leave tried suppose could collect books And get back school steal daddys cue And make living playing pool find rock roll band That needs helping hand Maggie wish never seen face You made firstclass fool But blind fool You stole heart love anyway,alternative rock
Bill Barret simple dream calls plan Buildings sky air sugar free And everyone friendly Plan arrived holiday Took cab shopping malls Bought ate could neither anymore Then found love channel wants magic america hed like live magic america With magic people Bill barrett sent postcards home everyone hed ever known read Fifty nine cents gets good square meal From people care feel With magic people,alternative rock
angry friend told wrath wrath end angry foe told wrath grow And watered fears Night morning tears And sunned smile And soft deceitful wiles And sometimes See magpie And grew day night Till bore apple bright And foe beheld shine And knew mine And garden stole When night veiled pole morning glad see foe outstretched beneath tree And sometimes See magpie And sometimes See magpie angry friend told wrath wrath end angry foe told wrath grow And watered fears Night morning tears And sunned smile And soft deceitful wiles And sometimes See magpie And sometimes See magpie And sometimes See magpie And sometimes See magpie,alternative rock
left street guillotine Pulling away machine Where Not Shooting stars left arm alcohol low Giving away time Casio Sun slow got soul going Well see Well see Well see kill sleep man moon Walking sand home high noon love moon love Cause lift Street guillotine Pull away machine Forget Ive Forget going Well see Well see Well see,alternative rock
